component_name,correlation_r,abs_correlation,p_value
ecs_specific_layer_per_head_layer_27_head_22,0.18269,0.18269,0.00032
ecs_prompt_specific_layer_per_head_layer_29_head_0,0.18256,0.18256,0.00032
cas_vs_current_layer_per_head_layer_14_head_25,0.18221,0.18221,0.00033
ecs_specific_layer_per_head_layer_28_head_12,0.18214,0.18214,0.00033
ecs_specific_layer_per_head_layer_28_head_22,0.18209,0.18209,0.00033
ecs_prompt_specific_layer_per_head_layer_29_head_11,0.18205,0.18205,0.00034
ecs_prompt_specific_layer_per_head_layer_27_head_15,0.18172,0.18172,0.00034
cas_vs_current_layer_per_head_layer_29_head_4,0.18162,0.18162,0.00035
ecs_prompt_specific_layer_per_head_layer_27_head_18,0.18155,0.18155,0.00035
cas_alt_vs_current_layer_per_head_layer_18_head_9,-0.18153,0.18153,0.00035
cas_alt_vs_current_layer_per_head_layer_23_head_24,-0.18147,0.18147,0.00035
ecs_specific_layer_per_head_layer_28_head_6,0.18143,0.18143,0.00035
ecs_prompt_specific_layer_per_head_layer_27_head_16,0.18129,0.18129,0.00036
cas_vs_current_layer_per_head_layer_28_head_5,0.18127,0.18127,0.00036
cas_vs_current_layer_per_head_layer_14_head_9,0.18126,0.18126,0.00036
ecs_specific_layer_per_head_layer_26_head_27,0.18120,0.18120,0.00036
ecs_specific_layer_per_head_layer_28_head_13,0.18118,0.18118,0.00036
ecs_prompt_specific_layer_per_head_layer_27_head_22,0.18115,0.18115,0.00036
cas_alt_vs_current_layer_per_head_layer_28_head_0,-0.18111,0.18111,0.00036
bos_attention_proportion_per_head_layer_20_head_21,-0.18109,0.18109,0.00036
cas_alt_vs_current_layer_per_head_layer_23_head_26,-0.18103,0.18103,0.00036
cas_alt_vs_current_layer_per_head_layer_21_head_12,-0.18101,0.18101,0.00036
cas_vs_current_layer_per_head_layer_26_head_13,0.18098,0.18098,0.00036
ecs_prompt_specific_layer_per_head_layer_29_head_10,0.18095,0.18095,0.00037
ecs_prompt_specific_layer_per_head_layer_27_head_23,0.18090,0.18090,0.00037
ecs_specific_layer_per_head_layer_26_head_0,0.18087,0.18087,0.00037
ecs_prompt_specific_layer_per_head_layer_27_head_13,0.18062,0.18062,0.00037
cas_vs_current_layer_per_head_layer_30_head_21,0.18043,0.18043,0.00038
cas_vs_final_layer_per_head_layer_0_head_22,0.18034,0.18034,0.00038
ecs_specific_layer_per_head_layer_29_head_11,0.18030,0.18030,0.00038
cas_vs_current_layer_per_head_layer_26_head_15,0.18028,0.18028,0.00038
cos_sim_input_post_ffn_per_layer_layer_26,0.18027,0.18027,0.00039
cas_alt_vs_current_layer_per_head_layer_19_head_17,-0.18024,0.18024,0.00039
ecs_specific_layer_per_head_layer_28_head_19,0.18022,0.18022,0.00039
cas_alt_vs_current_layer_per_head_layer_29_head_30,-0.18016,0.18016,0.00039
ecs_specific_layer_per_head_layer_14_head_1,0.18009,0.18009,0.00039
ecs_specific_layer_per_head_layer_28_head_17,0.18005,0.18005,0.00039
ecs_specific_layer_per_head_layer_26_head_1,0.18005,0.18005,0.00039
ecs_specific_layer_per_head_layer_27_head_24,0.18002,0.18002,0.00039
ecs_prompt_specific_layer_per_head_layer_28_head_27,0.17998,0.17998,0.00039
cas_vs_current_layer_per_head_layer_29_head_9,0.17990,0.17990,0.00040
attention_entropy_per_head_layer_8_head_10,-0.17984,0.17984,0.00040
ecs_prompt_specific_layer_per_head_layer_27_head_12,0.17975,0.17975,0.00040
ecs_prompt_specific_layer_per_head_layer_29_head_1,0.17970,0.17970,0.00040
cas_alt_vs_current_layer_per_head_layer_19_head_25,-0.17961,0.17961,0.00040
cas_vs_current_layer_per_head_layer_28_head_8,0.17960,0.17960,0.00041
ecs_specific_layer_per_head_layer_27_head_27,0.17948,0.17948,0.00041
ecs_prompt_specific_layer_per_head_layer_29_head_13,0.17931,0.17931,0.00041
cas_vs_current_layer_per_head_layer_28_head_6,0.17925,0.17925,0.00042
bos_attention_proportion_per_head_layer_12_head_28,0.17925,0.17925,0.00042
cas_alt_vs_current_layer_per_head_layer_22_head_5,-0.17902,0.17902,0.00042
ecs_prompt_specific_layer_per_head_layer_28_head_2,0.17887,0.17887,0.00043
bos_attention_proportion_per_head_layer_28_head_26,-0.17887,0.17887,0.00043
bos_attention_proportion_per_head_layer_23_head_28,0.17886,0.17886,0.00043
cas_vs_final_layer_per_head_layer_0_head_6,0.17884,0.17884,0.00043
cas_alt_vs_current_layer_per_head_layer_18_head_2,-0.17884,0.17884,0.00043
ecs_specific_layer_per_head_layer_13_head_29,0.17874,0.17874,0.00043
cas_vs_final_layer_per_head_layer_0_head_27,0.17860,0.17860,0.00044
ecs_prompt_specific_layer_per_head_layer_28_head_5,0.17853,0.17853,0.00044
ecs_prompt_specific_layer_per_head_layer_28_head_22,0.17825,0.17825,0.00045
ecs_specific_layer_per_head_layer_28_head_8,0.17822,0.17822,0.00045
ecs_specific_layer_per_head_layer_28_head_3,0.17807,0.17807,0.00045
ecs_specific_layer_per_head_layer_14_head_18,0.17806,0.17806,0.00046
cos_sim_input_pre_ffn_per_layer_layer_10,0.17763,0.17763,0.00047
cas_vs_current_layer_per_head_layer_28_head_28,0.17757,0.17757,0.00047
bos_attention_proportion_per_head_layer_3_head_29,-0.17755,0.17755,0.00047
parameter_knowledge_difference_layer_15,-0.17746,0.17746,0.00048
bos_attention_proportion_per_head_layer_22_head_18,-0.17733,0.17733,0.00048
cas_vs_current_layer_per_head_layer_30_head_30,0.17733,0.17733,0.00048
cas_vs_current_layer_per_head_layer_30_head_19,0.17726,0.17726,0.00048
cas_alt_vs_current_layer_per_head_layer_18_head_23,-0.17711,0.17711,0.00049
ecs_prompt_specific_layer_per_head_layer_26_head_24,0.17706,0.17706,0.00049
cas_vs_current_layer_per_head_layer_28_head_29,0.17704,0.17704,0.00049
ecs_prompt_specific_layer_per_head_layer_28_head_17,0.17677,0.17677,0.00050
cas_alt_vs_current_layer_per_head_layer_18_head_20,-0.17669,0.17669,0.00050
v_attn_norm_per_layer_layer_19,-0.17649,0.17649,0.00051
ecs_prompt_specific_layer_per_head_layer_26_head_26,0.17649,0.17649,0.00051
cas_alt_vs_current_layer_per_head_layer_24_head_1,-0.17648,0.17648,0.00051
ecs_prompt_specific_layer_per_head_layer_27_head_1,0.17642,0.17642,0.00051
ecs_specific_layer_per_head_layer_28_head_30,0.17636,0.17636,0.00052
cas_vs_current_layer_per_head_layer_27_head_4,0.17623,0.17623,0.00052
cas_vs_current_layer_per_head_layer_21_head_31,0.17612,0.17612,0.00053
cas_vs_current_layer_per_head_layer_28_head_14,0.17579,0.17579,0.00054
cas_vs_current_layer_per_head_layer_30_head_9,0.17576,0.17576,0.00054
ecs_specific_layer_per_head_layer_13_head_18,0.17561,0.17561,0.00055
cas_alt_vs_current_layer_per_head_layer_17_head_28,-0.17556,0.17556,0.00055
ecs_specific_layer_per_head_layer_25_head_31,0.17544,0.17544,0.00055
cas_alt_vs_current_layer_per_head_layer_21_head_11,-0.17541,0.17541,0.00055
ecs_specific_layer_per_head_layer_28_head_16,0.17531,0.17531,0.00056
ecs_specific_layer_per_head_layer_14_head_22,0.17530,0.17530,0.00056
ecs_specific_layer_per_head_layer_11_head_26,0.17508,0.17508,0.00057
ecs_specific_layer_per_head_layer_14_head_2,0.17502,0.17502,0.00057
ecs_prompt_specific_layer_per_head_layer_14_head_9,0.17495,0.17495,0.00057
cas_alt_vs_current_layer_per_head_layer_24_head_4,-0.17492,0.17492,0.00057
ecs_prompt_specific_layer_per_head_layer_26_head_2,0.17490,0.17490,0.00058
bos_attention_proportion_per_head_layer_15_head_19,-0.17484,0.17484,0.00058
ecs_prompt_specific_layer_per_head_layer_30_head_29,0.17476,0.17476,0.00058
bos_attention_proportion_per_head_layer_12_head_17,0.17475,0.17475,0.00058
ecs_prompt_specific_layer_per_head_layer_28_head_23,0.17467,0.17467,0.00059
ecs_prompt_specific_layer_per_head_layer_13_head_24,0.17462,0.17462,0.00059
cas_alt_vs_current_layer_per_head_layer_21_head_13,-0.17458,0.17458,0.00059
attention_entropy_per_head_layer_1_head_31,-0.17455,0.17455,0.00059
ecs_prompt_specific_layer_per_head_layer_27_head_26,0.17450,0.17450,0.00059
cas_vs_current_layer_per_head_layer_25_head_7,0.17445,0.17445,0.00060
ecs_prompt_specific_layer_per_head_layer_28_head_10,0.17439,0.17439,0.00060
cas_alt_vs_current_layer_per_head_layer_19_head_9,-0.17432,0.17432,0.00060
cas_alt_vs_current_layer_per_head_layer_17_head_3,-0.17396,0.17396,0.00062
ecs_specific_layer_per_head_layer_28_head_29,0.17384,0.17384,0.00062
ecs_specific_layer_per_head_layer_27_head_16,0.17384,0.17384,0.00062
cas_alt_vs_current_layer_per_head_layer_18_head_21,-0.17381,0.17381,0.00062
ecs_prompt_specific_layer_per_head_layer_26_head_0,0.17381,0.17381,0.00062
ecs_prompt_specific_layer_per_head_layer_29_head_3,0.17373,0.17373,0.00063
ecs_prompt_specific_layer_per_head_layer_28_head_16,0.17366,0.17366,0.00063
bos_attention_proportion_per_head_layer_26_head_27,-0.17365,0.17365,0.00063
bos_attention_proportion_per_head_layer_9_head_1,0.17355,0.17355,0.00064
cas_alt_vs_current_layer_per_head_layer_19_head_16,-0.17351,0.17351,0.00064
cas_vs_current_layer_per_head_layer_29_head_0,0.17347,0.17347,0.00064
cas_vs_current_layer_per_head_layer_25_head_24,0.17335,0.17335,0.00065
ecs_prompt_specific_layer_per_head_layer_27_head_17,0.17335,0.17335,0.00065
cas_alt_vs_current_layer_per_head_layer_22_head_10,-0.17335,0.17335,0.00065
ecs_specific_layer_per_head_layer_26_head_30,0.17333,0.17333,0.00065
ecs_prompt_specific_layer_per_head_layer_25_head_13,0.17329,0.17329,0.00065
ecs_specific_layer_per_head_layer_30_head_28,0.17327,0.17327,0.00065
cas_alt_vs_current_layer_per_head_layer_22_head_8,-0.17314,0.17314,0.00066
bos_attention_proportion_per_head_layer_11_head_15,0.17314,0.17314,0.00066
cas_vs_current_layer_per_head_layer_29_head_6,0.17311,0.17311,0.00066
cas_vs_current_layer_per_head_layer_27_head_19,0.17309,0.17309,0.00066
cas_vs_current_layer_per_head_layer_30_head_14,0.17302,0.17302,0.00066
ecs_prompt_specific_layer_per_head_layer_26_head_29,0.17292,0.17292,0.00067
ecs_specific_layer_per_head_layer_14_head_16,0.17290,0.17290,0.00067
cos_sim_pre_post_ffn_per_layer_layer_23,0.17285,0.17285,0.00067
cas_vs_current_layer_per_head_layer_29_head_21,0.17271,0.17271,0.00068
cas_vs_current_layer_per_head_layer_21_head_0,0.17268,0.17268,0.00068
ecs_prompt_specific_layer_per_head_layer_28_head_30,0.17258,0.17258,0.00068
ecs_prompt_specific_layer_per_head_layer_28_head_4,0.17246,0.17246,0.00069
v_ffn_norm_per_layer_layer_23,-0.17239,0.17239,0.00069
cas_alt_vs_current_layer_per_head_layer_24_head_3,-0.17234,0.17234,0.00069
ecs_specific_layer_per_head_layer_28_head_21,0.17203,0.17203,0.00071
attention_entropy_per_head_layer_1_head_28,-0.17197,0.17197,0.00071
bos_attention_proportion_per_head_layer_22_head_25,-0.17196,0.17196,0.00071
ecs_prompt_specific_layer_per_head_layer_28_head_20,0.17179,0.17179,0.00072
cas_alt_vs_current_layer_per_head_layer_21_head_2,-0.17171,0.17171,0.00073
cas_alt_vs_current_layer_per_head_layer_18_head_3,-0.17160,0.17160,0.00073
ecs_prompt_specific_layer_per_head_layer_25_head_24,0.17150,0.17150,0.00074
cas_alt_vs_current_layer_per_head_layer_21_head_26,-0.17150,0.17150,0.00074
bos_attention_proportion_per_head_layer_5_head_11,0.17147,0.17147,0.00074
cas_alt_vs_current_layer_per_head_layer_18_head_14,-0.17140,0.17140,0.00074
cas_vs_current_layer_per_head_layer_30_head_31,0.17140,0.17140,0.00074
bos_attention_proportion_per_head_layer_11_head_16,0.17126,0.17126,0.00075
cas_vs_current_layer_per_head_layer_26_head_21,0.17106,0.17106,0.00076
ecs_specific_layer_per_head_layer_28_head_15,0.17105,0.17105,0.00076
ecs_prompt_specific_layer_per_head_layer_28_head_12,0.17101,0.17101,0.00077
cas_vs_current_layer_per_head_layer_19_head_0,0.17099,0.17099,0.00077
bos_attention_proportion_per_head_layer_11_head_9,0.17092,0.17092,0.00077
cas_alt_vs_current_layer_per_head_layer_24_head_7,-0.17086,0.17086,0.00077
bos_attention_proportion_per_head_layer_19_head_18,0.17067,0.17067,0.00078
cas_alt_vs_current_layer_per_head_layer_29_head_29,-0.17058,0.17058,0.00079
ecs_prompt_specific_layer_per_head_layer_26_head_20,0.17029,0.17029,0.00081
ecs_specific_layer_per_head_layer_28_head_14,0.17026,0.17026,0.00081
ecs_prompt_specific_layer_per_head_layer_28_head_28,0.17025,0.17025,0.00081
cas_alt_vs_current_layer_per_head_layer_17_head_24,-0.16997,0.16997,0.00082
ecs_specific_layer_per_head_layer_13_head_16,0.16995,0.16995,0.00083
x_post_ffn_norm_per_layer_layer_15,0.16991,0.16991,0.00083
x_input_norm_per_layer_layer_16,0.16991,0.16991,0.00083
cas_vs_current_layer_per_head_layer_13_head_24,0.16979,0.16979,0.00084
ecs_specific_layer_per_head_layer_30_head_29,0.16979,0.16979,0.00084
ecs_specific_layer_per_head_layer_28_head_2,0.16953,0.16953,0.00085
bos_attention_proportion_per_head_layer_11_head_2,0.16946,0.16946,0.00086
cas_vs_current_layer_per_head_layer_30_head_25,0.16939,0.16939,0.00086
cas_alt_vs_current_layer_per_head_layer_18_head_1,-0.16936,0.16936,0.00086
ecs_prompt_specific_layer_per_head_layer_26_head_22,0.16921,0.16921,0.00087
cas_vs_final_layer_per_head_layer_0_head_9,0.16920,0.16920,0.00087
cas_alt_vs_current_layer_per_head_layer_24_head_5,-0.16905,0.16905,0.00088
ecs_specific_layer_per_head_layer_13_head_15,0.16898,0.16898,0.00089
cas_alt_vs_current_layer_per_head_layer_28_head_19,-0.16884,0.16884,0.00089
cas_alt_vs_current_layer_per_head_layer_22_head_7,-0.16883,0.16883,0.00090
cas_vs_final_layer_per_head_layer_0_head_10,0.16867,0.16867,0.00091
cas_vs_current_layer_per_head_layer_28_head_18,0.16862,0.16862,0.00091
ecs_prompt_specific_layer_per_head_layer_13_head_28,0.16847,0.16847,0.00092
ecs_prompt_specific_layer_per_head_layer_30_head_11,0.16841,0.16841,0.00092
cas_vs_current_layer_per_head_layer_29_head_3,0.16827,0.16827,0.00093
bos_attention_proportion_per_head_layer_4_head_21,-0.16818,0.16818,0.00094
cas_alt_vs_current_layer_per_head_layer_28_head_10,-0.16780,0.16780,0.00096
ecs_specific_layer_per_head_layer_25_head_13,0.16780,0.16780,0.00096
cas_alt_vs_current_layer_per_head_layer_19_head_24,-0.16776,0.16776,0.00097
cas_alt_vs_current_layer_per_head_layer_22_head_27,-0.16774,0.16774,0.00097
ecs_specific_layer_per_head_layer_28_head_23,0.16772,0.16772,0.00097
pos_score_per_layer_layer_12,0.16758,0.16758,0.00098
pos_cos_similarity_per_layer_layer_12,0.16758,0.16758,0.00098
ecs_prompt_specific_layer_per_head_layer_28_head_1,0.16751,0.16751,0.00098
ecs_specific_layer_per_head_layer_14_head_13,0.16745,0.16745,0.00099
cos_sim_input_post_ffn_per_layer_layer_16,0.16737,0.16737,0.00099
ecs_prompt_specific_layer_per_head_layer_26_head_30,0.16731,0.16731,0.00100
ecs_prompt_specific_layer_per_head_layer_26_head_1,0.16728,0.16728,0.00100
bos_attention_proportion_per_head_layer_14_head_21,0.16727,0.16727,0.00100
cas_alt_vs_current_layer_per_head_layer_24_head_6,-0.16722,0.16722,0.00100
cas_vs_current_layer_per_head_layer_19_head_20,0.16722,0.16722,0.00100
cas_alt_vs_current_layer_per_head_layer_26_head_6,-0.16711,0.16711,0.00101
ecs_specific_layer_per_head_layer_28_head_20,0.16711,0.16711,0.00101
cas_alt_vs_current_layer_per_head_layer_23_head_9,-0.16698,0.16698,0.00102
ecs_prompt_specific_layer_per_head_layer_27_head_0,0.16690,0.16690,0.00103
ecs_prompt_specific_layer_per_head_layer_25_head_5,0.16678,0.16678,0.00104
cas_alt_vs_current_layer_per_head_layer_20_head_19,-0.16675,0.16675,0.00104
cas_vs_current_layer_per_head_layer_27_head_20,0.16674,0.16674,0.00104
bos_attention_proportion_per_head_layer_28_head_14,-0.16673,0.16673,0.00104
ecs_specific_layer_per_head_layer_5_head_25,-0.16671,0.16671,0.00104
cas_alt_vs_current_layer_per_head_layer_19_head_3,-0.16661,0.16661,0.00105
ecs_prompt_specific_layer_per_head_layer_28_head_14,0.16661,0.16661,0.00105
cas_vs_current_layer_per_head_layer_26_head_30,0.16659,0.16659,0.00105
cas_vs_current_layer_per_head_layer_28_head_30,0.16656,0.16656,0.00105
cas_alt_vs_current_layer_per_head_layer_18_head_13,-0.16653,0.16653,0.00105
cas_alt_vs_current_layer_per_head_layer_18_head_12,-0.16620,0.16620,0.00108
cas_vs_current_layer_per_head_layer_27_head_18,0.16611,0.16611,0.00109
cas_alt_vs_current_layer_per_head_layer_18_head_0,-0.16589,0.16589,0.00110
cas_vs_current_layer_per_head_layer_29_head_25,0.16588,0.16588,0.00110
ecs_prompt_specific_layer_per_head_layer_30_head_18,0.16579,0.16579,0.00111
cas_alt_vs_current_layer_per_head_layer_20_head_10,-0.16578,0.16578,0.00111
bos_attention_proportion_per_head_layer_11_head_3,0.16577,0.16577,0.00111
ecs_prompt_specific_layer_per_head_layer_26_head_28,0.16570,0.16570,0.00112
ecs_prompt_specific_layer_per_head_layer_28_head_15,0.16565,0.16565,0.00112
cas_alt_vs_current_layer_per_head_layer_18_head_15,-0.16548,0.16548,0.00114
ecs_prompt_specific_layer_per_head_layer_30_head_4,0.16546,0.16546,0.00114
ecs_prompt_specific_layer_per_head_layer_25_head_15,0.16546,0.16546,0.00114
cas_vs_final_layer_per_head_layer_0_head_15,0.16538,0.16538,0.00114
bos_attention_proportion_per_head_layer_19_head_27,-0.16527,0.16527,0.00115
ecs_specific_layer_per_head_layer_25_head_5,0.16525,0.16525,0.00115
ecs_prompt_specific_layer_per_head_layer_28_head_29,0.16519,0.16519,0.00116
ecs_specific_layer_per_head_layer_21_head_29,0.16518,0.16518,0.00116
ecs_specific_layer_per_head_layer_13_head_11,0.16514,0.16514,0.00116
cas_alt_vs_current_layer_per_head_layer_28_head_20,-0.16511,0.16511,0.00117
ecs_specific_layer_per_head_layer_25_head_27,0.16509,0.16509,0.00117
ecs_prompt_specific_layer_per_head_layer_21_head_2,0.16501,0.16501,0.00117
ecs_specific_layer_per_head_layer_25_head_16,0.16497,0.16497,0.00118
bos_attention_proportion_per_head_layer_18_head_31,0.16497,0.16497,0.00118
cas_alt_vs_current_layer_per_head_layer_21_head_27,-0.16488,0.16488,0.00118
cas_vs_current_layer_per_head_layer_13_head_7,0.16487,0.16487,0.00119
cas_vs_current_layer_per_head_layer_21_head_29,0.16486,0.16486,0.00119
ecs_specific_layer_per_head_layer_27_head_28,0.16478,0.16478,0.00119
ecs_specific_layer_per_head_layer_25_head_1,0.16460,0.16460,0.00121
ecs_prompt_specific_layer_per_head_layer_27_head_27,0.16455,0.16455,0.00121
ecs_prompt_specific_layer_per_head_layer_28_head_3,0.16445,0.16445,0.00122
cas_vs_current_layer_per_head_layer_21_head_28,0.16439,0.16439,0.00123
ecs_prompt_specific_layer_per_head_layer_28_head_6,0.16439,0.16439,0.00123
cos_sim_pre_post_ffn_per_layer_layer_18,0.16404,0.16404,0.00126
ecs_prompt_specific_layer_per_head_layer_30_head_9,0.16401,0.16401,0.00126
ecs_prompt_specific_layer_per_head_layer_14_head_8,0.16392,0.16392,0.00127
cas_vs_current_layer_per_head_layer_25_head_16,0.16387,0.16387,0.00127
ecs_prompt_specific_layer_per_head_layer_27_head_24,0.16368,0.16368,0.00129
ecs_prompt_specific_layer_per_head_layer_30_head_20,0.16366,0.16366,0.00129
cas_alt_vs_current_layer_per_head_layer_17_head_25,-0.16358,0.16358,0.00130
cas_alt_vs_current_layer_per_head_layer_23_head_2,-0.16349,0.16349,0.00130
ecs_specific_layer_per_head_layer_25_head_15,0.16347,0.16347,0.00131
cas_vs_current_layer_per_head_layer_25_head_12,0.16343,0.16343,0.00131
cas_alt_vs_current_layer_per_head_layer_22_head_11,-0.16336,0.16336,0.00132
cas_vs_current_layer_per_head_layer_27_head_7,0.16336,0.16336,0.00132
cas_vs_current_layer_per_head_layer_30_head_16,0.16333,0.16333,0.00132
cas_vs_current_layer_per_head_layer_25_head_15,0.16312,0.16312,0.00134
cas_alt_vs_current_layer_per_head_layer_28_head_22,-0.16312,0.16312,0.00134
cas_alt_vs_current_layer_per_head_layer_23_head_11,-0.16311,0.16311,0.00134
ecs_specific_layer_per_head_layer_14_head_5,0.16304,0.16304,0.00135
cas_alt_vs_current_layer_per_head_layer_28_head_28,-0.16290,0.16290,0.00136
bos_attention_proportion_per_head_layer_23_head_17,0.16284,0.16284,0.00136
cas_vs_current_layer_per_head_layer_30_head_12,0.16284,0.16284,0.00136
cas_vs_current_layer_per_head_layer_28_head_20,0.16283,0.16283,0.00137
ecs_specific_layer_per_head_layer_30_head_19,0.16277,0.16277,0.00137
cas_alt_vs_current_layer_per_head_layer_18_head_22,-0.16269,0.16269,0.00138
ecs_specific_layer_per_head_layer_25_head_9,0.16267,0.16267,0.00138
ecs_specific_layer_per_head_layer_14_head_23,0.16248,0.16248,0.00140
cas_alt_vs_current_layer_per_head_layer_21_head_15,-0.16247,0.16247,0.00140
cos_sim_input_pre_ffn_per_layer_layer_14,0.16244,0.16244,0.00140
ecs_prompt_specific_layer_per_head_layer_28_head_21,0.16240,0.16240,0.00141
bos_attention_proportion_per_head_layer_19_head_31,-0.16237,0.16237,0.00141
bos_attention_proportion_per_head_layer_4_head_31,-0.16237,0.16237,0.00141
